City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Patna,2020-06-07,19.81,67.2,65.21,15.32,46.35,7.78,0.72,2.88,20.13,2.5,6.79,0.73,88
Chandigarh,2020-05-25,26.31,79.69,2.96,4.43,9.78,24.84,0.45,14.61,45.71,3.41,0.23,0.75,91
Visakhapatnam,2019-08-22,29.83,81.31,9.73,10.6,13.56,4.12,0.73,11.5,21.25,6.11,20.19,7.13,77
Kolkata,2019-06-08,15.87,29.35,7.36,14.2,20.32,4.49,0.41,1.87,29.98,10.55,6.31,4.34,47
Hyderabad,2016-10-14,44.48,94.36,10.91,73.13,21.83,31.36,0.62,22.54,33.44,0.53,6.69,1.11,97
Amaravati,2018-02-18,42.71,80.24,15.9,17.35,22.25,24.68,0.49,9.53,30.68,0.1,3.09,0.12,87
Visakhapatnam,2018-03-04,31.85,118.47,9.1,57.8,38.14,10.22,0.71,27.14,26.32,4.86,9.74,2.05,115
Visakhapatnam,2018-03-17,96.1,175.91,9.9,66.65,43.48,15.38,1.1,15.43,57.75,8.82,13.14,4.33,148
Amaravati,2020-06-23,15.48,34.84,2.07,9.15,6.55,13.53,0.58,15.88,39.82,0.11,0.8,0.16,55
Hyderabad,2017-10-04,49.75,77.06,16.68,22.44,11.72,11.28,0.66,10.46,39.92,2.59,12.69,2.06,102
Amaravati,2017-12-24,100.62,167.75,3.75,47.68,28.41,23.68,0.22,10.85,62.78,0.34,4.81,0.29,232
Delhi,2018-07-11,39.78,102.39,8.76,31.82,26.63,39.31,0.84,11.26,34.6,1.49,21.21,0.39,111
Amaravati,2019-10-12,7.09,24.44,2.65,7.41,6.2,10.75,0.65,13.87,29.37,0.14,1.13,0.27,72
Delhi,2019-03-20,89.82,237.61,37.34,54.67,64.3,36.5,1.35,21.42,40.41,4.72,32.18,0.44,234
Hyderabad,2019-12-14,40.8,83.56,8.88,35.37,24.88,14.5,0.67,5.14,26.37,1.12,5.69,0.9,78
Visakhapatnam,2018-04-01,36.96,88.07,9.2,34.75,25.96,7.44,0.62,10.53,19.03,4.42,10.19,2.46,101
Hyderabad,2019-12-01,61.97,115.41,7.3,32.04,22.23,14.62,0.7,5.92,23.4,5.02,24.32,6.33,127
Hyderabad,2018-09-09,34.85,91.9,9.53,24.19,20.62,13.82,0.42,8.8,23.55,1.1,9.66,0.58,79
Delhi,2019-08-15,28.78,56.28,18.56,25.03,32.56,31.29,1.04,8.51,23.58,1.5,16.34,3.43,93
Delhi,2018-11-12,271.7,464.28,75.93,71.88,101.5,58.85,2.85,17.4,53.37,9.5,69.49,2.31,437
Hyderabad,2018-07-11,19.05,45.74,4.55,23.04,15.63,11.45,0.3,4.83,19.91,0.42,4.72,5.29,54
Delhi,2015-09-09,58.48,195.05,20.38,36.2,55.36,22.77,1.02,11.57,68.21,2.97,7.63,3.1,238
Amritsar,2020-03-15,25.65,83.27,17.4,12.99,27.07,12.15,0.73,21.74,32.95,1.47,1.87,2,79
Chandigarh,2019-11-06,58.85,125.5,15.47,7.78,13.85,17.58,1.02,11.69,9.64,3.88,7.38,1.16,117
Amritsar,2018-07-16,28.43,47.3,9.81,9.41,18.61,7.55,0,3.1,29.37,2.58,1.77,5.09,49
Visakhapatnam,2016-10-03,42.06,113.21,16.29,43.26,34.26,12.73,0.82,29,42.97,6.26,12.61,6.44,133
Chandigarh,2020-03-12,19.08,38.09,7.16,19.73,15.69,69.07,0.54,8.23,15.5,3.99,2.84,0.64,49
Delhi,2019-05-20,93.97,218.72,34.09,56.55,61.22,35.13,1.35,19.81,53.31,4.38,27.74,0.44,216
Hyderabad,2016-11-02,64.93,100.92,9.23,22.8,8.34,21.5,0.35,45.54,68.19,0.2,2.78,1.8,134
Delhi,2020-02-02,120.86,200.9,33.12,45.28,54.17,36.46,1.2,10.32,29.69,3.94,18.46,0.44,254
Amritsar,2017-11-30,146.1,265.34,86.92,33.22,119.97,9.54,2.91,6.23,27.76,12.97,12.59,20.81,323
Chandigarh,2020-05-30,15.25,43.99,3.25,5.34,8.53,30.48,0.48,9.53,28.26,3.21,0.76,0.77,48
Gurugram,2020-06-07,48.67,92.32,5.37,14.17,10.95,7.97,0.87,7.4,64.41,6.64,2.66,1.94,122
Amaravati,2018-12-15,96.57,174.31,3.33,57.77,33.44,18.28,1.1,23.81,39.75,0.11,0.11,0.1,217
Visakhapatnam,2020-03-19,43.21,115.14,21.71,53.06,45.87,10.04,1.12,6.84,39.79,6.5,17.07,6.1,134
Delhi,2017-10-30,196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,0.09,340
Visakhapatnam,2019-10-30,41.58,69.57,7.2,35,23.77,3.33,0.79,20.54,43.45,2.15,5.82,1.23,81
Amritsar,2017-11-29,146.1,283.99,90.92,30.53,120.09,12.51,3.08,6.11,44.48,11.29,11.91,19.51,317
Hyderabad,2015-10-30,516.2,82.97,3.03,0.62,2.72,10.78,1.09,4.77,38.74,1.05,5.82,0.47,487
Hyderabad,2017-01-03,65.45,132.09,11.01,58.68,13.66,18.06,0.31,22.99,50.37,0.03,0.75,0.45,103
Amaravati,2019-10-19,13.78,24.72,3.08,10.61,8.24,10.25,0.47,11.83,29.61,0.21,3.14,0.24,41
Amritsar,2019-11-27,31.91,46.08,9.51,10.02,19.54,13,0.63,14.87,11.14,1.81,2.17,2,64
Hyderabad,2016-12-08,60.69,102.1,11.49,64.12,11.6,31.26,0.36,36.91,53.68,0.01,0.18,0.15,110
Visakhapatnam,2019-06-10,47.28,116.44,5.79,51.94,32.33,5.43,0.82,15.56,40.04,6.59,14.42,3.39,122
Hyderabad,2015-09-09,35.56,40.81,4.02,31.15,24.31,24.81,0.57,4.93,22.48,1.41,7.61,0.89,162
Kolkata,2019-12-13,101.93,185.67,17.2,43.64,60.84,23.41,1.01,13.1,44.65,20.86,21.11,2.67,193
Hyderabad,2019-03-11,36.59,95.23,5.19,29.5,19.8,12.63,0.41,4.82,26.75,0.9,5.38,0.61,92
Amritsar,2019-08-28,44.57,73.97,13.1,8.95,21.55,11.12,0.18,8.7,19.26,2.76,1.12,1.98,84
Delhi,2019-12-13,94.62,124.26,13.29,41.21,32.94,50.03,1.14,7.9,29.14,2.73,16.19,0.22,322
Delhi,2019-01-12,311.03,465.89,117.23,85.14,148.93,63.46,3.11,17.81,39.78,10.49,73.27,1.54,482
Delhi,2018-01-11,154.64,243.95,30.06,63.57,3.47,47.42,1.47,17.4,56.22,3.27,6.83,0.7,318
Amaravati,2019-04-22,21.38,75.6,2.29,19.85,11.65,4.32,0.48,23.3,39.42,0.39,2.28,0.23,78
Hyderabad,2018-01-26,66.84,155.11,9.3,56.49,37.18,24.19,0.91,19.6,52.7,5.18,33.63,8.14,146
Amritsar,2019-06-12,52.25,116.06,24.07,13.75,30.02,20.25,0.62,9.37,30.66,3.58,2.02,7.28,122
Amaravati,2020-05-29,20.96,68.44,1.52,5.69,4.27,10.97,0.6,10.85,17.45,0.08,0.49,0.1,70
Amaravati,2020-02-06,20.12,42.08,4.32,14.78,11.37,14,0.52,15.01,27.59,0.38,1.08,0.17,47
Hyderabad,2018-07-09,16.63,36.37,4.05,23.21,15.32,21.08,0.22,5.45,18.43,0.5,2.8,1.61,44
Hyderabad,2020-03-03,49.59,101.91,3.4,27.73,17.39,17.38,0.52,5.34,29.24,1.46,5.63,0.61,97
Delhi,2015-01-07,217.87,376.51,26.99,40.15,52.41,134.82,9.78,5.82,28.96,4.93,9.42,5.21,353
Amaravati,2019-01-11,121.81,193.4,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15,0.1,302
Delhi,2017-11-22,177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,0.1,348
Amritsar,2017-12-09,117.47,236.63,38.13,19.17,57.3,2.67,2.15,6.8,20.97,12.27,12.24,19.51,304
Visakhapatnam,2018-01-22,93.18,213.01,21.82,63.07,51.08,18.96,1.52,12.21,52.3,4.12,5.62,2.11,200
Amritsar,2019-12-09,103.57,162.16,14.29,15.08,23.71,6.76,0.7,12.35,19,3.15,3.69,2,187
Visakhapatnam,2018-02-19,78.83,143.59,0.84,0.81,1.04,0.24,0.54,9.74,34.1,5.97,9.42,2.72,148
Gurugram,2020-04-02,28.93,59.79,12.23,16,10.82,40.42,0.52,15.97,61.46,1.68,2.74,2.54,81
Visakhapatnam,2018-01-09,63.83,116.56,2.04,33.16,19.04,15.07,0.88,10.25,101.8,2.45,4.42,0.8,150
Kolkata,2020-05-20,10.3,23.54,4.21,6.05,10.31,9.29,0.26,4.79,31.72,0.96,5.44,0.38,39
Gurugram,2020-04-18,26.84,87.29,4.98,12.87,8.86,36.77,0.57,12.12,71.23,7.06,3.46,2.97,107
Kolkata,2020-02-08,110.11,225.37,18.23,59.59,77.9,21.25,0.91,19.06,16.94,23.64,26.37,2.41,217
Kolkata,2019-08-04,39.37,62.25,12.69,24.23,34.72,13.94,0.78,2.99,17.31,15.88,10.45,4.74,64
Delhi,2020-06-14,71.08,150.28,8.19,26.01,22.01,40,1.04,13.57,38.86,2.42,23.32,1.71,147
Delhi,2018-06-07,73.77,165.33,10.21,33.8,37.99,40.17,0.96,10.1,60.18,4.76,6.4,0,166
Delhi,2019-08-23,50.49,142.76,37.04,40.32,54.52,36.4,1.3,8.36,28.57,3.26,32.01,1.65,130
Visakhapatnam,2019-07-12,20.88,95.85,8.9,34.46,25.57,6.4,0.5,7.07,11.47,4.08,7.44,2.73,102
Amaravati,2018-12-02,70.89,125.4,3.58,68.12,39.14,1.79,1.17,13.87,29.82,0.07,0.44,0.12,160
Amritsar,2020-01-12,44.56,73.05,9.55,9.99,18.76,12.1,0.8,17.99,17.71,2.29,2.78,1.94,87
Delhi,2015-11-16,184.02,323.56,81.18,85.03,129.22,60.07,2.26,21.27,94.79,5.86,20.12,0,383
Delhi,2015-09-04,97.31,284.54,50,41.7,90.18,23.02,1.36,14.94,71.5,4.88,18.75,3.97,368
Hyderabad,2017-11-17,37.72,80.34,9.97,33.87,25.49,15.71,0.61,14.81,37.36,4.75,25.05,3.03,82
Hyderabad,2019-07-22,12.01,37.69,3.63,15.41,10.45,9.86,0.46,5.78,21.49,0.43,3.31,0.31,48
Amaravati,2018-06-28,16.46,33.5,5.95,17.41,14.19,11.74,0.61,4.72,40.44,0.48,0.5,0.3,65
Hyderabad,2015-12-05,61.11,109.53,7.38,16.02,21.96,10.39,1.04,9.25,24,1.37,6.67,1.26,127
Hyderabad,2019-11-23,75.82,146.29,7.29,42.14,28.07,13.8,0.77,9.06,26.43,3.94,25.89,10.22,159
Hyderabad,2015-12-16,33.68,85.59,6.62,12.81,18.01,10.54,0.85,7.29,30.43,1.26,5.91,0.76,101
Amaravati,2019-03-31,33,72.26,1.11,9.26,5.64,7.66,0.58,16.56,34.64,0.69,3.43,0.22,64
Visakhapatnam,2018-10-14,58.04,99.35,14,49.77,37.85,12.16,0.61,8.68,37.85,4.62,10.6,3.73,114
Visakhapatnam,2016-12-02,41.55,80.48,5.24,30.56,19.88,12.69,0.99,6.67,58.45,5,7.78,3.71,93
Delhi,2019-02-06,177.25,270.92,39.1,50.55,62.85,53.76,1.64,15.59,34.4,5.1,33.57,1.37,380
Amaravati,2018-03-19,39.83,76.09,4.63,14.37,11.5,13.34,0.7,8.89,23.13,0.09,2.71,0.1,74
Visakhapatnam,2019-03-05,22.27,91.01,11.92,26.61,23.91,15.04,0.67,11.33,12.4,1.54,2.93,0.55,92
Hyderabad,2016-11-09,65.33,103.8,8.22,42.02,13.74,24.24,0.45,35.56,74.13,0.12,1.21,0.13,147
Visakhapatnam,2019-08-10,36.4,104.83,14.67,40.32,33.38,8.43,0.82,16.17,10.84,6.33,13.76,6.03,98
Amritsar,2019-06-29,39.39,148.72,12.05,10.47,21.7,19.41,0.43,9.23,23.02,4.41,2.18,10.21,127
Amaravati,2019-10-10,21.05,31.3,5.93,14.29,12.62,11.94,0.7,12.85,24.81,0.16,2.59,0.27,45
Hyderabad,2015-09-08,91.82,32.94,5.41,28.93,23.37,24.94,0.48,7.98,27.04,1.01,5.74,0.68,179
Amaravati,2019-01-05,127.94,196.3,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31,0.1,304
Amaravati,2018-03-11,41.67,80.09,2.74,13.08,9.19,13.51,0.78,8.35,30.38,0.11,2.08,0.1,88
Patna,2020-06-10,37.57,105.97,72.04,23.9,43.94,7.29,0.7,3.16,40.94,2.34,2.85,0.66,111
Amritsar,2020-06-23,68.81,312.18,18.9,12.03,25.83,12.64,0.67,4.36,16.48,1.3,1.1,8.82,125
Amritsar,2018-01-18,73.58,146.1,5.84,78.11,84.39,14.16,1.2,5.07,19.1,4.96,8.02,6.48,165
Hyderabad,2017-04-14,60.92,155.57,8.26,32.52,10.17,23.64,0.17,16.51,53.34,0.13,1.05,0.25,165
Patna,2020-01-31,62.05,108.79,51.93,40.28,90.82,31.98,0.82,10.31,14.83,0.72,7.22,1.82,218
Gurugram,2020-03-31,30.71,57.22,5.26,13.39,9.79,40.83,0.52,17.01,63.43,3.72,6.99,15.32,80
Visakhapatnam,2020-02-03,39.45,54.88,2.94,18.85,12.42,10.25,0.88,8.38,66.17,2.81,4.93,0.49,76
Hyderabad,2019-09-05,11.14,23.81,3.19,15.09,9.16,9.44,0.3,7.29,16.22,0.09,0.72,0.06,32
Delhi,2020-05-05,56.24,115.91,13.93,21.36,24.06,30.86,0.87,16.4,52.12,2,14.92,0.03,117
Delhi,2015-03-27,62.27,117.81,12.01,24.76,27.71,27.34,9.29,10.91,31.08,4.14,4.26,2,287
Gurugram,2020-05-23,65.12,187.33,7.49,19.3,16.56,22.63,1.02,8.96,51.48,6.83,2.87,2.31,146
Kolkata,2020-03-04,50.13,86.22,9.34,30.3,39.69,26.21,0.6,11.45,37.8,5.91,11.48,1.23,127
Amaravati,2020-03-27,25.36,50.63,1.51,4.69,3.74,8.2,0.23,21.49,37.28,0.08,0.31,0.1,52
Chandigarh,2019-10-12,58.03,106.62,13.94,5.64,14.67,6.25,0.72,12.45,26.84,6.49,0.89,1.99,107
Delhi,2020-03-30,35.08,64.66,8.29,17.52,16.62,23.21,0.58,12.47,40.26,1.08,9,1.32,74
Patna,2020-04-26,13.85,46.4,79.59,11.95,54.83,11.08,0.37,10.26,18.78,0.54,3.4,0.19,104
Hyderabad,2016-05-13,45.67,82.71,6.1,38.21,29.19,29.29,0.94,5.84,44.28,0.36,2.87,0.36,110
Amritsar,2020-04-25,15.74,67.22,22.04,16.48,30.38,13.38,0.77,17.19,43.02,1.29,1.09,1.98,74
Kolkata,2020-01-15,176.49,325.84,151.75,94.33,224.09,39.65,2.22,19.24,35.41,64.44,70.44,10.65,338
Visakhapatnam,2016-11-11,68.5,94,24.41,61.14,49.08,15.74,1.64,19.71,56,9.18,14.26,12.69,114
Delhi,2018-02-08,186.19,338.61,66.23,74.83,86.77,47.89,1.75,13.8,45.91,3.21,6.09,0.78,334
Hyderabad,2020-06-11,19.96,45.14,7.54,23.97,17.06,19.95,0.27,6.7,13.48,1.24,8.63,2.73,42
Delhi,2018-06-21,76.98,273.16,11.17,34.82,35.93,38.44,0.75,9.73,66.75,3.89,11.19,0,221
Visakhapatnam,2016-11-28,68.77,105.94,15.35,63.18,42.25,20.06,1.55,23.3,61.76,8.07,14.36,8.14,125
Delhi,2019-06-02,73.36,219.79,10.15,32.22,26.31,48.12,1.07,14.15,60.84,2.43,13.66,0.24,222
Delhi,2018-04-14,97.16,235.01,42.69,59.41,73.26,39.49,2.12,15.77,47.69,2.45,4.84,0,233
Amaravati,2019-04-28,15.52,46.14,2.16,15.11,9.79,4.67,0.42,13.67,23.72,0.11,1.33,0.18,57
Hyderabad,2017-01-12,115.47,212.64,11.78,55.94,13.1,30.92,0,55.61,51.68,0.08,1.87,1.46,236
Hyderabad,2018-10-24,67.52,125.13,5.09,46.11,28.34,15.3,0.89,6.88,28.14,3.46,41.47,7.03,142
Visakhapatnam,2018-07-06,27.25,71.62,11.52,41.73,31.19,10.3,0.54,12.32,16.69,5.05,12.85,4.39,85
Delhi,2019-05-29,74.8,202.75,34.62,65.84,68.16,29.53,1.45,23.61,57.99,4.85,34.39,0.48,191
Visakhapatnam,2018-04-07,36.88,82.95,8.42,33.99,24.67,9.1,0.53,12.06,13.83,4.42,10.65,2.96,95
Amaravati,2018-03-26,39.05,81.51,3.43,9.86,8.11,10.94,0.68,7.26,23.74,0.05,2.2,0.13,79
Visakhapatnam,2018-09-01,35.33,84.6,30.83,43.2,48.05,6.05,1.13,6.77,9.39,5.39,18.08,6.08,108
Patna,2020-05-14,53.82,158.92,48.91,31.61,66.61,10.05,0.77,7.41,40.85,3.77,5.61,2.19,176
Hyderabad,2016-03-09,50.81,86.52,7.07,13.18,18.89,10.29,1.33,9.26,41.84,0.92,4.24,1.47,118
Visakhapatnam,2017-01-24,55.47,103.58,23.55,56.26,44.97,14.51,1.31,6.47,55.26,11.25,15.29,10.55,108
Hyderabad,2018-09-30,67.69,129.23,17.39,37.28,32.15,22.86,0.62,9.16,24.96,5.97,47.79,15.5,118
Delhi,2018-05-24,114.13,298.07,37.09,57.51,67.13,51.03,1.34,17.78,53.43,3.1,6.97,0,303
Amaravati,2020-02-29,35.99,59.72,1.87,10.24,6.96,13.49,0.52,18.21,51.81,0.32,0.83,0.12,65
Hyderabad,2019-06-17,23.78,73.19,1.95,12.02,7.2,13.91,0.32,5.56,22.92,0.25,1.78,0.16,60
Hyderabad,2020-01-06,56.86,101.12,9.19,36.85,25.69,13.85,0.75,11.39,26.58,0.54,2.94,0.08,125
Kolkata,2020-05-29,17.5,38.8,3.27,8.17,11.5,9.76,0.36,5.79,34.45,1.51,8.98,0.68,55
Hyderabad,2020-04-03,38.13,69.42,3.8,18.95,12.23,10.45,0.51,9.04,31.37,1.54,7.82,0.42,73
Delhi,2019-07-29,24.45,64.17,10.8,25.11,24.31,31.27,0.92,8.97,29.78,1.52,15.9,0.75,82
Hyderabad,2017-08-20,7.42,10.54,6.9,8.85,5.15,4.45,0.15,4.18,37.5,0,0.4,0.09,59
Amaravati,2020-02-21,35.92,61.83,1.79,11.83,7.74,13.53,0.47,16.2,42.11,0.38,1.02,0.16,74
Visakhapatnam,2019-01-26,45.94,56.4,14.33,22.82,23.79,14.3,0.63,7.14,25.44,3.06,6.2,1.84,113
Amaravati,2017-11-27,88.76,135.32,6.6,30.85,21.77,12.91,0.11,33.59,111.81,0.29,7.63,0.12,198
Delhi,2019-02-03,131.1,209.41,20.77,34.53,37.93,40.43,1.32,11.7,29.44,3.28,20.96,0.14,323
Chandigarh,2020-07-01,32.9,72.38,0.56,9.87,5.92,36.63,0.33,14.91,34.33,3.31,0.33,0.46,66
Hyderabad,2020-06-04,13.93,28.72,5.38,18.89,13.16,13.38,0.3,5.56,21.39,0.34,1.75,0.26,33
Delhi,2018-11-06,177.88,312.87,23.48,43.78,44.84,31.18,1.29,15.37,45.01,3.88,24.85,0.75,411
Visakhapatnam,2018-06-10,28.69,66.84,7.43,46.76,30.91,11.62,0.41,11.71,32.48,4.06,16.57,1.69,81
Hyderabad,2016-02-14,58.29,100.33,5.07,7.93,11.66,10.3,0.94,5.61,38.25,1.12,5.71,1.44,120
Delhi,2020-01-04,220.6,327.22,86.58,57.67,110.2,53.46,2.2,12.85,29.94,6.81,48.18,5.45,366
Delhi,2020-01-05,170.21,257.94,29.99,48.25,54.3,47.94,1.23,9.59,30.21,3.7,28.9,4.8,354
Visakhapatnam,2016-09-26,36.71,64.6,26.67,36.36,39.43,8.64,1.3,19,25.59,6.74,13.52,10.04,89
Hyderabad,2019-08-07,9.72,20.37,4.1,16.76,12.04,16.85,0.38,5.86,12.08,0.09,0.62,0.08,46
Amaravati,2020-03-09,12.37,22.79,3.17,9.77,7.78,9.65,0.54,18.18,19.25,0.09,0.69,0.1,42
Amaravati,2018-11-05,21.58,68.71,20.4,39.44,37.67,3.41,0.73,10.43,19.42,0,0.07,0.1,61
Hyderabad,2019-09-08,10.31,23.28,2.43,11.43,6.92,9.23,0.31,6.93,17.15,0.06,0.42,0.04,33
Delhi,2019-07-03,39.99,113.92,7.3,26.57,21.33,33.05,0.99,9.75,42.31,1.69,9.86,0.59,162
Chandigarh,2020-04-18,10.05,41.58,1.41,10.35,6.56,28.06,0.37,8.81,29.03,2.12,0.48,0.95,55
Visakhapatnam,2018-12-18,5.89,24.42,11.44,36.94,27.3,7.9,0.54,3.65,17.13,3.99,9.58,3.78,61
Hyderabad,2016-11-07,66.65,112.8,8.73,18.35,7.51,22.83,0.35,40.78,72.73,0.16,1.99,0.28,124
Hyderabad,2015-10-26,95.22,101.17,3,0.74,2.57,11.18,0.84,7.46,48.38,1.01,5.72,1.97,210
Visakhapatnam,2018-07-16,28.49,99.19,12.1,33.71,27.76,15.54,0.52,14.09,9.15,4.64,10.13,3.96,70
Hyderabad,2019-06-02,44.33,127.37,3.35,30.78,19,11.35,0.66,5.89,42,1.62,12.26,1.63,111
Delhi,2015-02-10,153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,5.58,7.1,7.93,319
Hyderabad,2017-01-04,116.03,197.89,12.2,58.2,12.48,26.16,0.15,37.31,56.42,0.04,0.99,0.65,215
Amritsar,2019-11-19,147.55,263.97,17.23,10,27.23,13,0.56,11.86,12.65,3.55,4.6,2.01,322
Hyderabad,2020-03-04,46.51,109.13,10.5,29.56,22.73,20.08,0.52,8.82,26.06,2.23,8.69,0.77,106
Kolkata,2019-11-24,132.43,258,75.4,66.27,139.23,30.21,1.45,11.68,39.64,32.78,50.04,5.71,295
Delhi,2020-02-08,149.67,238.17,30.62,47.55,54.41,40.72,1.16,14.39,35.72,4.36,18.69,1.12,315
Amritsar,2019-06-08,39.76,97.33,14.99,9.65,21.39,14.95,0.86,19.92,28.88,5.35,2.21,10.58,90
Patna,2020-01-13,149.01,130.51,64.44,33.01,91.2,19.65,3.65,11.17,11.03,3.05,1.11,4.42,223
Amaravati,2018-07-02,20.36,41.99,4.47,15.53,11.98,13.73,0.52,6.62,53.13,0.32,0.27,0.11,76
Amritsar,2020-01-31,21.43,139.43,10.12,10.15,19.02,12.09,0.47,9.95,27.1,1.96,1.7,1.93,102
Hyderabad,2019-11-01,22.51,54.11,6.53,20.95,14.98,9.79,0.46,3.41,19.96,0.48,2.65,0.16,54
Visakhapatnam,2019-12-14,36.82,71.34,4.09,25.16,16.72,13.26,0.89,7.86,65.75,3.01,6.26,1.32,85
Delhi,2017-11-30,219.84,344.17,71.11,57.73,108.26,77.53,2.11,16.83,44.4,8.15,23.32,0.1,388
Amaravati,2019-06-15,17.42,69.93,1.53,18.88,11.36,3.49,0.38,14.79,38.49,0.08,0.96,0.2,54
Visakhapatnam,2016-11-07,71.88,112.68,10.83,54.12,35.49,9.21,1.21,12.59,40.8,6.42,11.87,7.09,113
Hyderabad,2016-04-21,48.65,87.02,4.58,33.5,24.68,23.69,1.3,5.98,36.99,0.9,4.98,1.36,120
Hyderabad,2019-11-08,69.8,129.17,8.51,29.95,21.6,15.53,0.71,7.62,28.77,0.83,6.51,0.27,131
Delhi,2018-08-16,36.49,88.06,18.67,29.32,33.72,40.19,1.21,10.43,31.87,1.88,38.17,0.11,109
Hyderabad,2018-08-01,21.88,75.6,4.48,25.54,16.46,13.51,0.28,6.2,16.38,0.71,6.64,3.86,72
Chandigarh,2019-10-30,108.09,181.54,17.27,11.43,20.99,22.6,1.01,8.21,22.36,3.42,7.81,0.86,270
Amritsar,2017-11-20,144.45,295.86,54.15,31.96,85.69,11.28,1.38,11.93,29.91,5.18,9.81,15.21,314
Hyderabad,2018-06-25,16.31,41.38,2.77,20.7,13.14,10.75,0.27,6.36,17.31,0.23,1.84,0.21,41
Hyderabad,2017-10-19,75.46,144.81,8.76,30.6,10.71,11.56,0.31,5.43,57.92,3.49,11.82,2.01,151
Visakhapatnam,2016-10-21,64.92,101.08,18.34,60.75,43.29,14.18,1.23,13.5,33.92,7.63,12.9,12.18,118
Amritsar,2020-03-09,20.71,72.89,17.35,11.81,26.87,12.14,0.82,6.74,32.77,1.43,1.75,2,75
Hyderabad,2020-03-16,27.86,68.18,10.8,28.5,22.5,18.46,0.53,4.57,19.88,5.01,9.98,0.84,71
Gurugram,2020-05-28,75.32,257.56,3.45,16.27,10.08,24.53,0.88,3.91,73.51,4.51,2.38,1.45,202
Visakhapatnam,2018-10-18,86.27,164.46,22.33,62.09,51.18,12.52,0.8,20.28,66.53,6.24,12.87,5.72,144
Delhi,2019-11-16,174.03,293,23.38,42.35,45.36,35.82,1.34,12.89,31.94,4.3,30.34,1.2,438
Hyderabad,2016-03-06,43.36,96.52,5.14,10.03,13.7,10.16,0.87,5.59,40.23,0.81,3.71,0.92,118
Kolkata,2019-12-24,123.92,262.53,49.47,56.67,96.2,29.43,1.75,13.56,34.37,34.25,42.39,2.67,295
Delhi,2018-03-18,82.15,173.07,18.88,31.72,41.03,30.32,1.2,17.22,45.83,0.93,2.17,0,177
Delhi,2019-06-20,42.76,130.88,10.57,31.19,26.95,29.5,0.92,9.7,68.57,1.76,12.68,0.59,175
Hyderabad,2016-02-20,173.37,113.67,10.62,17.14,26.33,10.49,1.22,6.56,31.91,1.46,8.86,1.97,134
Hyderabad,2020-03-27,34.09,67.6,7.7,12.16,11.2,9,0.36,5.3,33.42,0.82,2.1,0.11,65
Amaravati,2020-03-16,27.28,47.52,2.65,9.42,7.16,10.82,0.57,19.49,28.25,0.19,0.88,0.13,48
Hyderabad,2017-09-07,40.82,80.64,13.1,19.8,10.17,7.5,0.21,5.23,32.88,0.78,5.76,1.4,82
Visakhapatnam,2016-08-15,27.92,78.98,14.5,35.64,28.18,13.08,1.07,35.46,25.98,5.08,11.15,5.51,89
Hyderabad,2018-10-16,53.26,90.41,6.11,32.39,20.97,13.5,0.46,4.76,26.04,2.71,25.89,2.12,105
Amritsar,2018-03-17,30.1,96.19,13.61,14.15,27.87,9.95,0.76,1.95,37.46,3.8,1.05,0.72,93
Hyderabad,2016-02-08,69.72,108.26,5.46,10.01,14.1,10.42,0.86,3.99,37.8,0.44,2.87,0.15,134
Delhi,2018-03-15,108.98,314.72,36.34,48.86,66.89,43.23,1.23,16.08,37.77,3.53,5.3,0,314
Amaravati,2019-05-07,39.81,138.9,1.14,18.58,10.81,7.81,0.44,13.03,51.98,0.14,1.37,0.12,122
Kolkata,2019-11-26,117.32,229.43,98.2,65.19,145.73,29.69,1.93,7.12,35.96,38.16,44.74,6.56,279
Visakhapatnam,2016-08-14,28.14,93.6,10.66,34.82,24.89,13.82,1.02,35.15,35.95,5.28,8.93,4.41,101
Visakhapatnam,2019-04-29,18.89,65.88,14.16,15.71,19.87,42.9,0.61,5.58,7.06,1.89,3.17,0.58,85
Delhi,2019-12-29,326.79,500.15,32.73,57.76,61.51,49.61,1.86,10.25,35.11,6.28,33,0.34,455
Delhi,2020-04-12,38.57,92.7,5.48,17.59,14.66,26.99,0.67,15.7,50.15,1.19,6.87,0,102
Hyderabad,2017-11-20,43.64,89.51,7.6,36.84,25.21,14.27,0.82,10.05,42.8,8.06,33.32,9.33,86
Chandigarh,2019-09-04,34.05,90.68,16.53,9.83,25.86,1.68,0.93,4.27,17.23,5.27,0.89,21.98,96
Delhi,2018-10-07,81.14,221.03,39.4,44.81,57.51,35.47,1.25,14.33,42.38,4.61,50.09,0.57,189
Amritsar,2017-11-19,106.43,224.99,56.49,12.22,68.71,10.81,1.05,5.24,21.02,4.3,7.9,13.38,206
Chandigarh,2020-06-14,21.72,54.51,3.07,8.43,6.82,24.39,0.3,12.65,37.23,4.57,0.52,1.17,71
